kode,kategori_asli,kategori,uraian,satuan,harga_satuan,tahun,kota,sumber
1.1.12.01.01.0001,Kayu,kayu,Kayu Papan,M3,2748200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Kayu,kayu,"Klas I, Jati",M3,16999600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Kayu,kayu,"Klas II, Kamper",M3,10419100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Kayu,kayu,"Klas III, Meranti",M3,6330400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Kayu,kayu,"Klas IV, Terentang",M3,1947800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Kayu,kayu,List kayu 2x4cm,M3,13910000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Kayu,kayu,List Kayu Profil,M,25900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Kayu,kayu,List Kayu Samarinda 1 x 5 cm Profil,M,27400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Kayu,kayu,"List plafon bahan triplek 0,3x5 cm",M,3300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Kayu,kayu,Palet Kayu Uk. 120x120x10cm,Buah,58900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Kayu,kayu,"papan - reng Klas I, Jati Jabar",M3,14257800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Kayu,kayu,Papan Cor,M3,1749700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Kayu,kayu,Papan Kayu,M3,1947800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Kayu,kayu,Papan Kayu Kelas I,M3,14257800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Kayu,kayu,Papan Kayu Kelas II,M3,5319300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Kayu,kayu,Papan Kayu Kelas III,M3,2577400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Kayu,kayu,"papan, reng Klas II",M3,5319300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Kayu,kayu,papan-reng Klas IV,M3,1947800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Kayu,kayu,Parquet Kayu,M2,267500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Kayu,kayu,Perancah Kayu,M3,675500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Kayu,kayu,reng- papan Klas III,M3,2577400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Kayu,kayu,Suren ( uk. 3 x 30 x 200 cm ),Batang,131000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Kayu,kayu,Suren ( uk. 4 x 4 x 200 cm ),Batang,33400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Kayu,kayu,Suren ( uk. 6 x 15 x 200 cm ),Batang,93400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Kayu,kayu,Suren ( uk. 6 x 6 x 200 cm ),Batang,100000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Kayu,kayu,Veeneer Urat Kayu Tebal 2mm,M2,15700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Kayu,kayu,Vinyl ( bahan kayu ),Kg,109700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Keramik,lantai,"10/10, 10/20, 20/20, KW I putih / polos",M2,73500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Keramik,lantai,Artistik Uk. 10x10cm,Buah,4100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Keramik,lantai,Artistik Uk. 10x20cm,Buah,4300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Keramik,lantai,Artistik Uk. 20x20cm,Buah,7000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Keramik,lantai,Artistik Uk. 30x30cm,Buah,12300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Keramik,lantai,Artistik Uk. 40x40cm,Buah,15000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Keramik,lantai,Artistik Uk. 8x8cm,Buah,3700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Keramik,lantai,dinding 20 x 20 cm KW 1,M2,142100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Keramik,lantai,dinding 20 x 20 cm KW 2,M2,100300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Keramik,lantai,dinding 20 x 25 cm KW 1,M2,235100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Keramik,lantai,dinding 20 x 25 cm KW 2,M2,63700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Keramik,lantai,Keramik Tactile Uk. 30x30cm,Buah,60000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Keramik,lantai,Keramik Tactile Uk. 40x40cm,Buah,70000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Keramik,lantai,Lantai 20 x 20 cm antislip,M2,71300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Keramik,lantai,Lantai 20 x 20 cm kw 1,M2,122800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Keramik,lantai,Lantai 20 x 20 cm kw 2,M2,60300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Keramik,lantai,Lantai 30 x 30 cm kw 1,M2,122800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Keramik,lantai,Lantai 30 x 30 cm kw 2,M2,63700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Keramik,lantai,"lantai 30 x 30, DN putih polos",M2,49300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Keramik,lantai,"lantai 30 x 30, DN warna/corak, anti slip",M2,57000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Keramik,lantai,"Lantai 33,3 x 33,3 cm kw 1",M2,122800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Keramik,lantai,"Lantai 33,3 x 33,3 cm kw 2",M2,97600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Keramik,lantai,Lantai 40 x 40 cm kw 1,M2,60300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Keramik,lantai,Lantai 40 x 40 cm kw 2,M2,63700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Keramik,lantai,Uk. 10x20cm,Buah,1500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Keramik,lantai,Uk. 20x20cm,Buah,5900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Keramik,lantai,Uk. 30x30cm,Buah,11200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Keramik,lantai,Uk. 40x40cm,Buah,10100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Minyak Cat/Thinner,lainnya,Minyak Cat,Liter,31600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Minyak Cat/Thinner,lainnya,Minyak Cat Tinner,Liter,29100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Minyak Cat/Thinner,lainnya,Thinner,Liter,32300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Minyak Cat/Thinner,lainnya,Thinner B,Liter,25300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Minyak Cat/Thinner,lainnya,Thinner A,Liter,30600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Paku,lainnya,"Beton 4 """,Kg,68600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Paku,lainnya,Genteng Metal,Dus,30200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Paku,lainnya,Paku Beton,Buah,100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Pasir,material_umum,Bahan Tanah Timbunan,M3,192000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Pasir,material_umum,Pasir,M3,329000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Pasir,material_umum,Pasir Beton,M3,421200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Pasir,material_umum,Pasir Beton,Kg,400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Pasir,material_umum,Pasir Filler,M3,473800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Pasir,material_umum,Pasir Pasang,M3,230400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Pasir,material_umum,Pasir Pasang,Kg,200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Pasir,material_umum,"Pasir sungai, persemaian",M3,351000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Pasir,material_umum,Pasir Urug,M3,223700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Pasir,material_umum,Pasir/Kompos/Material Perbaikan Tanah: 10%,M3,401300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Pasir,material_umum,Pasir/Kompos/Material Perbaikan Tanah: 5%,M3,351000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Pasir,material_umum,Sirlak,Kg,86700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Pasir,material_umum,Sirtu,M3,301600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Pasir,material_umum,Timbunan/urugan Porous,M3,320300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Plat,lainnya,Plat Baja,Kg,43000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Plat,lainnya,Plat Baja Tebal 2mm,Kg,45500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Plat,lainnya,Plat Besi 5 mm,Lembar,2591100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Plat,lainnya,Plat Besi Tebal 3mm,Kg,53500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Semen,material_umum,40 Kg ( Pc ),Zak,62000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Semen,material_umum,Grouting,Kg,4500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Semen,material_umum,Instan Perekat Bata ringan,Zak,283100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Semen,material_umum,PC (50kg),Zak,79500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Semen,material_umum,PC (kg),Kg,1800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Semen,material_umum,Semen Grout Non Shrink,Kg,4500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Semen,material_umum,Serat Semen,M2,78200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Semen,material_umum,Serat Semen Gel 105x150,Lembar,48200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Semen,material_umum,Serat Semen Gel 105x210,Lembar,58900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Semen,material_umum,Serat Semen Gel 105x240,Lembar,64200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Semen,material_umum,Serat Semen Gel 105x270,Lembar,74900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Semen,material_umum,Serat Semen Gel 105x300,Lembar,85600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Semen,material_umum,Serat Semen Gel 108x180,Lembar,63300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Semen,material_umum,Serat Semen Gel 108x210,Lembar,73800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Semen,material_umum,Serat Semen Gel 108x240,Lembar,84400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Semen,material_umum,Serat Semen Gel 108x270,Lembar,94900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Semen,material_umum,Serat Semen Gel 108x300,Lembar,105400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Semen,material_umum,Serat Semen Gel 92x180,Lembar,29400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Semen,material_umum,Serat Semen Gel 92x200,Lembar,34600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Semen,material_umum,Serat Semen Gel 92x225,Lembar,41100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Semen,material_umum,Serat Semen Gel 92x250,Lembar,52700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Semen,material_umum,Serat Semen Lebar 20cm,M,41700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Semen,material_umum,Serat Semen Lebar 30cm,M,53500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Semen,material_umum,Warna,Kg,16500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0008,Tanah Subur,lainnya,,M3,8000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0008,"Tanah Subur, Tanah Lembang",lainnya,,M3,195700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0008,Benih Kacang Tanah,lainnya,,Kg,38500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0012,Bahan Lainnya,lainnya,Batu Asahan,Pcs,294677,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0012,Bahan Lainnya,lainnya,Perangkat Uji Tanah Kering (Putk),Unit,4213300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0012,Bahan Lainnya,lainnya,Pinset/ Besi,Buah,44100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0012,Bahan Lainnya,lainnya,Semen Beku (Unsexing),Dosis,15700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0012,Bahan Lainnya,lainnya,Sikat Kawat Baja (Standard),Buah,23800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0012,Bahan Lainnya,lainnya,Tanah Top Soil,M3,57100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.02.0007,Van Belt V Belt Cultivator Cakar Baja,lainnya,,Pcs,74954,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0001,Alat Perekat,lainnya,Lem Fox Kayu,Kg,60700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0001,Penggaris,lainnya,Mistar Kayu 1 M,Buah,20800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0006,Patch Panel UTP Cat 6 4 Port dan Aksesoris,lainnya,,Unit,5961900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0006,Tinta/Toner Printer,lainnya,Cartridge - Canon IP 2770 Pg 810 Black Ink Catridge,Buah,452200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0006,Tinta/Toner Printer,lainnya,Cartridge - IP 2770 Cl 811 Color Ink Catridge,Buah,452200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0006,Tinta/Toner Printer,lainnya,Cartridge - Laser Jet - Catridge Laser Jet 107a,Unit,1207900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0006,Tinta/Toner Printer,lainnya,Toner Catridge 1080 (Mesin ADM),Unit,490043,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0006,Tinta/Toner Printer,lainnya,Toner Catridge Color 119A,Unit,295000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0007,Alat Memasak,lainnya,Ulekan Kayu,Set,35700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0007,Sendok Kayu,lainnya,,Pcs,28600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0007,Pengki,lainnya,Pengki Kaleng gang Kayu,Buah,35700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0007,Pengki,lainnya,Pengki Pakai Plat Besi,Buah,53600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0007,Hiasan Dinding Wall Dekor Besi Bingkai Uk. 30 x 85 cm,lainnya,,Buah,416500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0007,Hiasan Dinding Wall Dekor Besi Bingkai Uk. 40 x 60 cm,lainnya,,Buah,297500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0007,"Pigura Kayu (P:55, L:35)",lainnya,,Buah,476000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0007,Roler Kayu,lainnya,,Pcs,35500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0008,Alat Listrik Lainnya,lainnya,Besi Grounding Earth,Batang,57200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0008,Alat Listrik Lainnya,lainnya,Tiang Besi PJU TS 7 m,Buah,2467700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0008,Batu Baterai,lainnya,,Unit,279700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0008,Batu Baterai,lainnya,Baterai VLRA 12 Volt 100 AH,Buah,3897300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0008,Batu Baterai,lainnya,"Baterai, 9 Volt",Buah,41700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0008,Batu Baterai,lainnya,"Baterai, CR",Buah,9600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0008,Batu Baterai,lainnya,"Baterai, Ukuran A2",Buah,6300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0008,Batu Baterai,lainnya,"Baterai, Ukuran A3",Buah,5400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0008,Batu Baterai,lainnya,"Baterai, Ukuran C",Buah,7100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0008,Batu Baterai,lainnya,"Baterai, Ukuran D",Buah,15800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0008,Batu Baterai,lainnya,Batrai Cmos,Buah,16500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0008,Batu Baterai,lainnya,Batu baterai A2 (pasang),Pasang,16700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0008,Batu Baterai,lainnya,Batu baterai A3,Pasang,17900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0009,Hairnet Baja,lainnya,,Buah,15000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0009,"Kalung Karset Pengantin Pria, Full Batu Alusan",lainnya,,Set,200000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0013,Kegiatan Kantor,lainnya,Cat Rambut,Buah,86000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0013,Kegiatan Kantor,lainnya,"Jepitan Kue, Besi Cromium",Pcs,74100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0013,Kegiatan Kantor,lainnya,"Kain Pernel Bayi, Catton",Pcs,148800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0013,Kegiatan Kantor,lainnya,Karung Plastik Isi Tanah,Buah,29800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0013,Kegiatan Kantor,lainnya,Mangkok Cat,Buah,29800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0013,Kegiatan Kantor,lainnya,Pasir Silika,Kg,17900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0013,Kegiatan Kantor,lainnya,"Selimut Katun, Catton",Pcs,297500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0013,Kegiatan Kantor,lainnya,Sisir Cat,Buah,15500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.03.0013,Kegiatan Kantor,lainnya,Tiang Bendera Kayu dalam Ruangan,Buah,654500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.04.0001,Obat,lainnya,"Obat Batuk Herbal (Herbakof) Syr, botol 100 ml",Botol,17700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.04.0001,Obat,lainnya,"Obat Batuk Herbal (Herbakof) Syr, botol 100 ml",Tablet,12890,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.04.0001,Obat,lainnya,"Obat Batuk Herbal (Herbakof) Syr, Botol 100ml",Botol,18219,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.04.0001,Obat,lainnya,Obat Batuk Hitam (OBH Syr ),Botol,8600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.04.0002,Catgut 2/0 pcs,lainnya,,Pcs,77100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.04.0002,Catgut 3/0 pcs,lainnya,,Pcs,73200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.04.0002,Folley Cath 2-way No. 16 pcs,lainnya,,Pcs,14900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.04.0002,Folley Cath 2-way No. 18 pcs,lainnya,,Pcs,14900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.04.0002,Suction Catheter No 10,lainnya,,Pcs,17305,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.04.0002,Suction Catheter No 12,lainnya,,Pcs,21368,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.04.0002,Suction Catheter No 14,lainnya,,Pcs,17300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.04.0002,Suction Catheter No 16,lainnya,,Pcs,13500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.04.0002,Suction Catheter No 8,lainnya,,Pcs,17250,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.04.0002,T-Cromic Catgut Chromic 1 C55,lainnya,,Pcs,72261,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.04.0002,T-Cromic Catgut Chromic 3-0 C43,lainnya,,Pcs,58275,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.04.0002,T-Cromic Catgut Chromic 4-0 C56,lainnya,,Pcs,66600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.04.0002,"Uro One Foley Catheter 2 way, FR16, FR18",lainnya,,Box,109700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.07.0001,Makanan,lainnya,Kacang Tanah,Kg,53400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.07.0001,Natura Lainnya,lainnya,Gula Pasir,Kg,19800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.07.0001,Natura Lainnya,lainnya,"Gula Pasir Kemasan 1 Kg, SNI",Kg,24400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.07.0001,Natura Lainnya,lainnya,"Gula Pasir subsidi, Kemasan",Kg,17400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.02.02.0003,Pipa Baja Lainnya,lainnya,Pipa Baja 150 mm,Batang,455200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.02.02.0003,Pipa Baja Lainnya,lainnya,Pipa Baja Karbon Ø 1000mm,M,2882600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.02.02.0003,Pipa Baja Lainnya,lainnya,Pipa Baja Karbon Ø 100mm,M,282100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.02.02.0003,Pipa Baja Lainnya,lainnya,Pipa Baja Karbon Ø 1100mm,M,3063400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.02.02.0003,Pipa Baja Lainnya,lainnya,Pipa Baja Karbon Ø 1200mm,M,3357700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.02.02.0003,Pipa Baja Lainnya,lainnya,Pipa Baja Karbon Ø 125mm,M,379600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.02.02.0003,Pipa Baja Lainnya,lainnya,Pipa Baja Karbon Ø 150mm,M,440500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.02.02.0003,Pipa Baja Lainnya,lainnya,Pipa Baja Karbon Ø 200mm,M,620600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.02.02.0003,Pipa Baja Lainnya,lainnya,Pipa Baja Karbon Ø 250mm,M,799300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
